flight_id,origin,destination,seats_total,seats_sold,avg_price,revenue,passenger_id,gender,age,country,frequent_flyer,tier,booking_id,passenger_id,flight_id,price,class,status,cancel_id,booking_id,reason,refund,passenger_id,points,flights_count,booking_date,Departure_Time,cancellation_date,season
,,,,,,,,,,,,,14323,2571,1585,1450,Business,Cancelled,,,,,,,,26/12/2025,02:40:00,,Winter
,,,,,,,,,,,,,14324,4806,621,938,Economy,No-show,,,,,,,,17/10/2025,09:00:00,,Autumn
,,,,,,,,,,,,,14325,5627,2292,535,Business,Completed,,,,,,,,03/11/2024,10:25:00,,Autumn
,,,,,,,,,,,,,14326,1287,595,1241,Economy,Completed,,,,,,,,06/10/2024,01:45:00,,Autumn
,,,,,,,,,,,,,14327,136,2792,724,Business,Completed,,,,,,,,12/08/2024,19:14:00,,Summer
,,,,,,,,,,,,,14328,1904,3802,551,Business,Completed,,,,,,,,08/06/2024,23:00:00,,Summer
,,,,,,,,,,,,,14329,1163,2434,1402,Economy,Completed,,,,,,,,02/06/2024,12:55:00,,Summer
,,,,,,,,,,,,,14330,2331,1746,444,Business,Completed,,,,,,,,27/05/2024,00:01:00,,Spring
,,,,,,,,,,,,,14331,670,3523,1159,Business,Completed,,,,,,,,03/05/2024,03:52:00,,Spring
,,,,,,,,,,,,,14332,7828,1035,413,Business,Completed,,,,,,,,18/07/2024,06:08:00,,Summer
,,,,,,,,,,,,,14333,6134,1943,978,Economy,Completed,,,,,,,,16/08/2024,21:14:00,,Summer
,,,,,,,,,,,,,14334,3016,3776,1349,Business,Completed,,,,,,,,14/12/2025,15:45:00,,Winter
,,,,,,,,,,,,,14335,5032,3252,707,Economy,Completed,,,,,,,,08/04/2025,18:51:00,,Spring
,,,,,,,,,,,,,14336,5928,3565,951,Business,Completed,,,,,,,,26/12/2025,21:39:00,,Winter
,,,,,,,,,,,,,14337,6017,867,388,Business,Completed,,,,,,,,07/10/2024,02:59:00,,Autumn
,,,,,,,,,,,,,14338,7741,3080,207,Economy,No-show,,,,,,,,12/12/2024,04:52:00,,Winter
,,,,,,,,,,,,,14339,7951,3815,522,Economy,Completed,,,,,,,,24/08/2024,09:43:00,,Summer
,,,,,,,,,,,,,14340,1609,1668,915,Economy,No-show,,,,,,,,22/06/2024,13:14:00,,Summer
,,,,,,,,,,,,,14341,6790,93,966,Business,Completed,,,,,,,,04/06/2024,02:54:00,,Summer
,,,,,,,,,,,,,14342,339,2412,785,Economy,Completed,,,,,,,,07/12/2025,02:02:00,,Winter
,,,,,,,,,,,,,14343,1033,579,554,Economy,Completed,,,,,,,,26/12/2025,03:46:00,,Winter
,,,,,,,,,,,,,14344,832,1414,656,Economy,Completed,,,,,,,,01/03/2024,07:23:00,,Spring
,,,,,,,,,,,,,14345,812,754,576,Business,Completed,,,,,,,,07/06/2024,07:07:00,,Summer
,,,,,,,,,,,,,14346,6109,2849,286,Business,Completed,,,,,,,,20/11/2024,18:26:00,,Autumn
,,,,,,,,,,,,,14347,3113,2103,834,Business,Completed,,,,,,,,23/06/2024,12:44:00,,Summer
,,,,,,,,,,,,,14348,108,3638,361,Economy,Completed,,,,,,,,01/10/2024,10:31:00,,Autumn
,,,,,,,,,,,,,14349,3854,615,162,Business,Completed,,,,,,,,23/05/2024,01:04:00,,Spring
,,,,,,,,,,,,,14350,2994,1549,811,Business,Completed,,,,,,,,12/12/2024,21:44:00,,Winter
,,,,,,,,,,,,,14351,762,1464,474,Economy,No-show,,,,,,,,01/08/2024,23:34:00,,Summer
,,,,,,,,,,,,,14352,2226,3385,958,Economy,Cancelled,,,,,,,,16/09/2024,07:07:00,,Autumn
,,,,,,,,,,,,,14353,4749,235,1219,Business,Completed,,,,,,,,18/04/2024,10:17:00,,Spring
,,,,,,,,,,,,,14354,178,1262,1374,Business,Completed,,,,,,,,26/11/2024,15:24:00,,Autumn
,,,,,,,,,,,,,14355,2395,1867,1304,Business,Completed,,,,,,,,24/12/2025,13:31:00,,Winter
,,,,,,,,,,,,,14356,1225,3746,552,Economy,No-show,,,,,,,,26/08/2024,01:46:00,,Summer
,,,,,,,,,,,,,14357,4517,524,260,Business,Completed,,,,,,,,10/10/2025,10:58:00,,Autumn
,,,,,,,,,,,,,14358,4349,357,1484,Economy,Cancelled,,,,,,,,05/09/2025,21:25:00,,Autumn
,,,,,,,,,,,,,14359,3636,2477,1343,Business,Completed,,,,,,,,10/12/2025,19:42:00,,Winter
,,,,,,,,,,,,,14360,1621,2980,1076,Economy,No-show,,,,,,,,09/08/2025,04:24:00,,Summer
,,,,,,,,,,,,,14361,5568,408,762,Economy,Completed,,,,,,,,12/06/2025,20:25:00,,Summer
,,,,,,,,,,,,,14362,1398,1606,476,Economy,Completed,,,,,,,,23/09/2025,02:34:00,,Autumn
,,,,,,,,,,,,,14363,3136,780,1373,Business,Completed,,,,,,,,06/04/2024,17:16:00,,Spring
,,,,,,,,,,,,,14364,7917,489,383,Economy,No-show,,,,,,,,15/12/2024,22:00:00,,Winter
,,,,,,,,,,,,,14365,4468,794,1381,Business,No-show,,,,,,,,27/12/2025,14:55:00,,Winter
,,,,,,,,,,,,,14366,1069,158,318,Economy,Completed,,,,,,,,31/07/2025,16:32:00,,Summer
,,,,,,,,,,,,,14367,4918,2718,274,Business,Cancelled,,,,,,,,14/12/2025,04:04:00,,Winter
,,,,,,,,,,,,,14368,4293,154,221,Business,Completed,,,,,,,,04/08/2025,22:03:00,,Summer
,,,,,,,,,,,,,14369,1916,101,573,Business,Cancelled,,,,,,,,09/10/2025,23:05:00,,Autumn
,,,,,,,,,,,,,14370,5936,524,983,Economy,Cancelled,,,,,,,,03/07/2025,22:57:00,,Summer
,,,,,,,,,,,,,14371,7145,936,211,Business,Completed,,,,,,,,27/07/2025,06:25:00,,Summer
,,,,,,,,,,,,,14372,2121,1151,184,Business,Completed,,,,,,,,31/01/2025,12:38:00,,Winter
,,,,,,,,,,,,,14373,1607,2732,933,Economy,Completed,,,,,,,,22/11/2025,22:15:00,,Autumn
,,,,,,,,,,,,,14374,2401,2177,280,Business,Completed,,,,,,,,25/08/2025,06:53:00,,Summer
,,,,,,,,,,,,,14375,7659,1800,525,Economy,Cancelled,,,,,,,,06/09/2025,21:41:00,,Autumn
,,,,,,,,,,,,,14376,1311,2911,209,Economy,Completed,,,,,,,,18/06/2025,11:54:00,,Summer
,,,,,,,,,,,,,14377,721,3753,868,Economy,Completed,,,,,,,,15/08/2024,12:38:00,,Summer
,,,,,,,,,,,,,14378,3147,3008,732,Business,Completed,,,,,,,,17/02/2024,12:26:00,,Winter
,,,,,,,,,,,,,14379,4743,2040,896,Business,Completed,,,,,,,,03/12/2025,09:52:00,,Winter
,,,,,,,,,,,,,14380,3829,1619,242,Business,Completed,,,,,,,,13/04/2025,22:59:00,,Spring
,,,,,,,,,,,,,14381,5996,1092,1231,Economy,No-show,,,,,,,,13/08/2024,13:58:00,,Summer
,,,,,,,,,,,,,14382,4420,3165,1246,Economy,Completed,,,,,,,,07/06/2024,00:15:00,,Summer
,,,,,,,,,,,,,14383,5063,3970,1326,Economy,Cancelled,,,,,,,,27/08/2025,16:32:00,,Summer
,,,,,,,,,,,,,14384,7818,3544,285,Economy,Completed,,,,,,,,30/08/2025,17:48:00,,Summer
,,,,,,,,,,,,,14385,7248,335,1491,Business,No-show,,,,,,,,20/08/2025,22:24:00,,Summer
,,,,,,,,,,,,,14386,2485,1438,1309,Business,Completed,,,,,,,,05/06/2025,10:50:00,,Summer
,,,,,,,,,,,,,14387,1409,809,1252,Business,Completed,,,,,,,,03/10/2024,22:29:00,,Autumn
,,,,,,,,,,,,,14388,6043,337,1435,Economy,Completed,,,,,,,,15/08/2024,02:27:00,,Summer
,,,,,,,,,,,,,14389,75,1738,1449,Business,No-show,,,,,,,,12/01/2024,05:54:00,,Winter
,,,,,,,,,,,,,14390,4682,2601,1386,Business,Completed,,,,,,,,29/08/2025,20:59:00,,Summer
,,,,,,,,,,,,,14391,7173,593,848,Economy,Completed,,,,,,,,14/04/2024,11:42:00,,Spring
,,,,,,,,,,,,,14392,6513,3525,830,Business,No-show,,,,,,,,26/05/2025,10:12:00,,Spring
,,,,,,,,,,,,,14393,5243,2878,1484,Economy,Completed,,,,,,,,05/01/2025,01:44:00,,Winter
,,,,,,,,,,,,,14394,4069,763,231,Economy,Completed,,,,,,,,05/02/2025,06:35:00,,Winter
,,,,,,,,,,,,,14395,1821,3840,979,Economy,Completed,,,,,,,,25/11/2025,10:05:00,,Autumn
,,,,,,,,,,,,,14396,7972,475,200,Business,Completed,,,,,,,,12/02/2024,20:43:00,,Winter
,,,,,,,,,,,,,14397,5495,3373,942,Business,Completed,,,,,,,,02/08/2025,14:10:00,,Summer
,,,,,,,,,,,,,14398,3930,978,925,Economy,Completed,,,,,,,,11/03/2024,07:21:00,,Spring
,,,,,,,,,,,,,14399,2407,2727,242,Business,Cancelled,,,,,,,,21/02/2024,14:32:00,,Winter
,,,,,,,,,,,,,14400,5214,3162,1495,Business,Completed,,,,,,,,29/11/2024,11:06:00,,Autumn
,,,,,,,,,,,,,14401,3501,1046,368,Economy,Completed,,,,,,,,25/03/2024,17:31:00,,Spring
,,,,,,,,,,,,,14402,354,3213,1378,Business,Completed,,,,,,,,09/08/2025,13:13:00,,Summer
,,,,,,,,,,,,,14403,2568,2101,1046,Business,Completed,,,,,,,,09/02/2025,07:54:00,,Winter
,,,,,,,,,,,,,14404,7901,3346,671,Business,Completed,,,,,,,,09/02/2024,10:27:00,,Winter
,,,,,,,,,,,,,14405,7229,3349,1001,Business,Cancelled,,,,,,,,24/02/2024,22:08:00,,Winter
,,,,,,,,,,,,,14406,3438,1938,260,Business,No-show,,,,,,,,02/05/2025,23:48:00,,Spring
,,,,,,,,,,,,,14407,3152,1134,388,Business,Cancelled,,,,,,,,16/08/2025,08:21:00,,Summer
,,,,,,,,,,,,,14408,6442,660,1232,Business,Completed,,,,,,,,03/12/2024,05:47:00,,Winter
,,,,,,,,,,,,,14409,6035,1806,662,Economy,Cancelled,,,,,,,,14/03/2025,21:03:00,,Spring
,,,,,,,,,,,,,14410,7521,2299,507,Business,No-show,,,,,,,,13/08/2025,16:57:00,,Summer
,,,,,,,,,,,,,14411,5061,582,1301,Business,Completed,,,,,,,,30/04/2025,09:29:00,,Spring
,,,,,,,,,,,,,14412,3960,3995,579,Economy,Completed,,,,,,,,11/07/2024,11:34:00,,Summer
,,,,,,,,,,,,,14413,1992,451,743,Economy,Completed,,,,,,,,02/05/2025,22:40:00,,Spring
,,,,,,,,,,,,,14414,2010,1689,1299,Economy,Completed,,,,,,,,23/05/2025,00:25:00,,Spring
,,,,,,,,,,,,,14415,4347,3285,1228,Economy,No-show,,,,,,,,15/07/2025,23:52:00,,Summer
,,,,,,,,,,,,,14416,3311,1242,292,Business,Completed,,,,,,,,13/05/2025,18:20:00,,Spring
,,,,,,,,,,,,,14417,4157,646,1135,Business,Completed,,,,,,,,18/12/2025,03:36:00,,Winter
,,,,,,,,,,,,,14418,632,1143,1399,Business,Completed,,,,,,,,28/06/2024,22:31:00,,Summer
,,,,,,,,,,,,,14419,450,1547,412,Business,Completed,,,,,,,,10/12/2025,13:56:00,,Winter
,,,,,,,,,,,,,14420,5125,2964,1200,Economy,Completed,,,,,,,,21/02/2025,12:53:00,,Winter
,,,,,,,,,,,,,14421,4562,1757,227,Economy,No-show,,,,,,,,17/06/2025,17:26:00,,Summer
,,,,,,,,,,,,,14422,2488,3960,1432,Economy,Completed,,,,,,,,22/04/2024,11:09:00,,Spring
,,,,,,,,,,,,,14423,71,3056,619,Economy,Cancelled,,,,,,,,12/10/2024,11:57:00,,Autumn
,,,,,,,,,,,,,14424,297,2456,1364,Business,Completed,,,,,,,,31/07/2025,05:09:00,,Summer
,,,,,,,,,,,,,14425,350,2916,1451,Economy,Completed,,,,,,,,03/07/2025,09:58:00,,Summer
,,,,,,,,,,,,,14426,5482,3450,949,Economy,Completed,,,,,,,,23/02/2024,04:26:00,,Winter
,,,,,,,,,,,,,14427,2271,1714,1444,Business,Cancelled,,,,,,,,04/03/2025,23:58:00,,Spring
,,,,,,,,,,,,,14428,4193,1499,1455,Business,Completed,,,,,,,,14/04/2024,10:45:00,,Spring
,,,,,,,,,,,,,14429,1264,1215,661,Business,Completed,,,,,,,,30/12/2025,21:30:00,,Winter
,,,,,,,,,,,,,14430,955,3573,807,Business,Completed,,,,,,,,24/10/2025,22:36:00,,Autumn
,,,,,,,,,,,,,14431,4170,2480,226,Business,No-show,,,,,,,,29/01/2024,17:02:00,,Winter
,,,,,,,,,,,,,14432,1257,1356,1159,Economy,Completed,,,,,,,,25/09/2025,07:29:00,,Autumn
,,,,,,,,,,,,,14433,1936,3842,292,Business,Completed,,,,,,,,15/11/2025,09:24:00,,Autumn
,,,,,,,,,,,,,14434,6131,2034,460,Business,Completed,,,,,,,,18/09/2024,21:10:00,,Autumn
,,,,,,,,,,,,,14435,7192,3685,128,Economy,Completed,,,,,,,,08/07/2025,17:39:00,,Summer
,,,,,,,,,,,,,14436,6420,2882,191,Economy,Cancelled,,,,,,,,05/12/2024,23:44:00,,Winter
,,,,,,,,,,,,,14437,2339,1657,310,Business,No-show,,,,,,,,10/06/2025,00:27:00,,Summer
,,,,,,,,,,,,,14438,5136,963,543,Economy,Completed,,,,,,,,31/08/2024,03:39:00,,Summer
,,,,,,,,,,,,,14439,7693,3967,812,Business,No-show,,,,,,,,23/08/2024,06:45:00,,Summer
,,,,,,,,,,,,,14440,6105,1217,171,Economy,Completed,,,,,,,,21/11/2024,04:30:00,,Autumn
,,,,,,,,,,,,,14441,4983,2956,1383,Economy,Completed,,,,,,,,05/06/2024,13:11:00,,Summer
,,,,,,,,,,,,,14442,6077,2916,191,Business,No-show,,,,,,,,27/08/2025,16:02:00,,Summer
,,,,,,,,,,,,,14443,5310,3862,475,Economy,Completed,,,,,,,,11/09/2024,21:49:00,,Autumn
,,,,,,,,,,,,,14444,100,1228,553,Business,Completed,,,,,,,,26/10/2024,13:53:00,,Autumn
,,,,,,,,,,,,,14445,4561,1921,1355,Business,Completed,,,,,,,,22/10/2025,05:16:00,,Autumn
,,,,,,,,,,,,,14446,2362,204,860,Business,Completed,,,,,,,,30/12/2024,22:00:00,,Winter
,,,,,,,,,,,,,14447,5274,569,1280,Business,Completed,,,,,,,,01/03/2025,05:37:00,,Spring
,,,,,,,,,,,,,14448,5788,740,919,Business,Completed,,,,,,,,12/12/2025,22:10:00,,Winter
,,,,,,,,,,,,,14449,3780,551,522,Business,Cancelled,,,,,,,,17/10/2025,05:50:00,,Autumn
,,,,,,,,,,,,,14450,1881,3415,294,Business,Completed,,,,,,,,16/06/2024,08:30:00,,Summer
,,,,,,,,,,,,,14451,5549,2220,642,Economy,Completed,,,,,,,,19/12/2024,08:44:00,,Winter
,,,,,,,,,,,,,14452,1345,3240,745,Economy,No-show,,,,,,,,19/12/2025,08:11:00,,Winter
,,,,,,,,,,,,,14453,4539,481,599,Business,Completed,,,,,,,,07/10/2024,00:08:00,,Autumn
,,,,,,,,,,,,,14454,248,2011,576,Business,Completed,,,,,,,,06/10/2024,09:20:00,,Autumn
,,,,,,,,,,,,,14455,711,2511,213,Economy,Completed,,,,,,,,27/06/2024,07:19:00,,Summer
,,,,,,,,,,,,,14456,4113,2766,496,Economy,Completed,,,,,,,,03/05/2024,13:11:00,,Spring
,,,,,,,,,,,,,14457,258,2858,1100,Business,Completed,,,,,,,,18/07/2025,18:51:00,,Summer
,,,,,,,,,,,,,14458,6765,689,682,Economy,Completed,,,,,,,,31/07/2025,21:08:00,,Summer
,,,,,,,,,,,,,14459,6146,119,960,Business,Cancelled,,,,,,,,18/12/2025,21:18:00,,Winter
,,,,,,,,,,,,,14460,7252,2779,1448,Economy,No-show,,,,,,,,02/08/2025,00:32:00,,Summer
,,,,,,,,,,,,,14461,4306,2859,904,Business,Cancelled,,,,,,,,19/07/2024,17:26:00,,Summer
,,,,,,,,,,,,,14462,6448,3705,1337,Economy,Completed,,,,,,,,23/02/2024,14:04:00,,Winter
,,,,,,,,,,,,,14463,3695,1168,643,Economy,Completed,,,,,,,,25/12/2025,09:25:00,,Winter
,,,,,,,,,,,,,14464,4457,2486,1043,Business,Cancelled,,,,,,,,31/08/2024,00:48:00,,Summer
,,,,,,,,,,,,,14465,6610,1018,1253,Economy,Completed,,,,,,,,19/08/2024,07:41:00,,Summer
,,,,,,,,,,,,,14466,183,336,434,Business,Cancelled,,,,,,,,30/10/2025,09:49:00,,Autumn
,,,,,,,,,,,,,14467,3892,1587,367,Economy,Completed,,,,,,,,12/04/2025,05:35:00,,Spring
,,,,,,,,,,,,,14468,7711,125,973,Economy,Completed,,,,,,,,06/07/2024,23:01:00,,Summer
,,,,,,,,,,,,,14469,6867,3184,1142,Business,Completed,,,,,,,,18/10/2025,19:05:00,,Autumn
,,,,,,,,,,,,,14470,2466,233,947,Economy,Completed,,,,,,,,29/12/2025,05:58:00,,Winter
,,,,,,,,,,,,,14471,2361,1638,911,Economy,Completed,,,,,,,,13/04/2024,05:45:00,,Spring
,,,,,,,,,,,,,14472,4228,1311,285,Economy,Completed,,,,,,,,30/09/2025,03:12:00,,Autumn
,,,,,,,,,,,,,14473,6653,2610,1026,Economy,Completed,,,,,,,,19/10/2024,23:59:00,,Autumn
,,,,,,,,,,,,,14474,3175,1879,1268,Business,No-show,,,,,,,,01/02/2025,23:20:00,,Winter
,,,,,,,,,,,,,14475,92,1681,100,Economy,No-show,,,,,,,,09/11/2025,12:35:00,,Autumn
,,,,,,,,,,,,,14476,4385,2408,1341,Economy,Completed,,,,,,,,20/12/2025,19:29:00,,Winter
,,,,,,,,,,,,,14477,2432,777,571,Economy,Completed,,,,,,,,27/07/2024,07:57:00,,Summer
,,,,,,,,,,,,,14478,6585,3382,861,Business,Completed,,,,,,,,05/07/2024,13:47:00,,Summer
,,,,,,,,,,,,,14479,7869,2104,1404,Economy,Completed,,,,,,,,09/04/2024,14:49:00,,Spring
,,,,,,,,,,,,,14480,3008,361,1293,Economy,Completed,,,,,,,,24/03/2025,10:52:00,,Spring
,,,,,,,,,,,,,14481,459,2804,1176,Business,Completed,,,,,,,,19/01/2024,06:47:00,,Winter
,,,,,,,,,,,,,14482,2507,2572,1086,Economy,Cancelled,,,,,,,,05/11/2024,04:45:00,,Autumn
,,,,,,,,,,,,,14483,4634,2058,764,Business,Cancelled,,,,,,,,04/04/2024,14:10:00,,Spring
,,,,,,,,,,,,,14484,3007,2348,1411,Economy,Completed,,,,,,,,29/10/2024,01:50:00,,Autumn
,,,,,,,,,,,,,14485,7632,3418,1258,Economy,Completed,,,,,,,,23/02/2024,10:19:00,,Winter
,,,,,,,,,,,,,14486,2024,40,1402,Economy,Completed,,,,,,,,29/08/2025,13:12:00,,Summer
,,,,,,,,,,,,,14487,2893,334,1250,Economy,Completed,,,,,,,,04/07/2024,00:49:00,,Summer
,,,,,,,,,,,,,14488,4289,727,1115,Business,Completed,,,,,,,,26/08/2024,17:17:00,,Summer
,,,,,,,,,,,,,14489,6296,1895,1036,Economy,Completed,,,,,,,,06/10/2025,19:17:00,,Autumn
,,,,,,,,,,,,,14490,3020,2876,1262,Business,Completed,,,,,,,,20/07/2025,09:47:00,,Summer
,,,,,,,,,,,,,14491,5879,3172,1381,Economy,Completed,,,,,,,,08/07/2024,09:55:00,,Summer
,,,,,,,,,,,,,14492,4315,635,514,Business,Completed,,,,,,,,03/04/2024,22:46:00,,Spring
,,,,,,,,,,,,,14493,639,1050,764,Economy,Completed,,,,,,,,07/07/2025,11:09:00,,Summer
,,,,,,,,,,,,,14494,6575,1837,441,Economy,Completed,,,,,,,,19/10/2024,21:49:00,,Autumn
,,,,,,,,,,,,,14495,1534,1568,885,Economy,Completed,,,,,,,,29/07/2025,05:13:00,,Summer
,,,,,,,,,,,,,14496,7149,2495,1244,Business,Completed,,,,,,,,07/12/2024,10:05:00,,Winter
,,,,,,,,,,,,,14497,4620,474,127,Economy,Completed,,,,,,,,08/09/2024,04:56:00,,Autumn
,,,,,,,,,,,,,14498,4843,1597,838,Business,Completed,,,,,,,,09/12/2024,09:28:00,,Winter
,,,,,,,,,,,,,14499,3935,1012,668,Economy,Completed,,,,,,,,21/07/2025,19:47:00,,Summer
,,,,,,,,,,,,,14500,5923,611,300,Business,Completed,,,,,,,,27/10/2025,13:51:00,,Autumn
,,,,,,,,,,,,,14501,3198,2805,478,Business,Cancelled,,,,,,,,07/03/2024,10:09:00,,Spring
,,,,,,,,,,,,,14502,4387,3169,577,Economy,Completed,,,,,,,,01/02/2025,00:15:00,,Winter
,,,,,,,,,,,,,14503,4294,2032,1051,Economy,Completed,,,,,,,,14/02/2024,22:47:00,,Winter
,,,,,,,,,,,,,14504,3508,745,1358,Economy,No-show,,,,,,,,17/12/2024,18:21:00,,Winter
,,,,,,,,,,,,,14505,7254,263,810,Economy,No-show,,,,,,,,16/10/2025,22:49:00,,Autumn
,,,,,,,,,,,,,14506,7430,1051,1309,Business,Completed,,,,,,,,29/09/2024,01:11:00,,Autumn
,,,,,,,,,,,,,14507,920,2447,1080,Economy,Cancelled,,,,,,,,01/12/2025,04:29:00,,Winter
,,,,,,,,,,,,,14508,1862,539,576,Economy,Completed,,,,,,,,26/05/2025,04:46:00,,Spring
,,,,,,,,,,,,,14509,2484,2960,1453,Business,No-show,,,,,,,,02/12/2025,01:05:00,,Winter
,,,,,,,,,,,,,14510,6548,411,706,Economy,Completed,,,,,,,,25/07/2025,14:39:00,,Summer
,,,,,,,,,,,,,14511,5211,978,570,Economy,Cancelled,,,,,,,,25/04/2024,01:07:00,,Spring
,,,,,,,,,,,,,14512,5396,195,1349,Economy,Cancelled,,,,,,,,13/07/2024,20:16:00,,Summer
,,,,,,,,,,,,,14513,7858,1879,979,Business,Completed,,,,,,,,22/10/2024,17:58:00,,Autumn
,,,,,,,,,,,,,14514,5229,1652,182,Economy,Cancelled,,,,,,,,16/06/2024,16:19:00,,Summer
,,,,,,,,,,,,,14515,228,1581,588,Business,Completed,,,,,,,,29/12/2024,23:22:00,,Winter
,,,,,,,,,,,,,14516,7647,3689,119,Business,Completed,,,,,,,,18/12/2024,16:13:00,,Winter
,,,,,,,,,,,,,14517,6908,3057,1019,Business,Completed,,,,,,,,12/12/2025,19:51:00,,Winter
,,,,,,,,,,,,,14518,7822,2193,818,Economy,No-show,,,,,,,,02/12/2024,23:52:00,,Winter
,,,,,,,,,,,,,14519,1528,951,935,Economy,Completed,,,,,,,,07/08/2025,08:27:00,,Summer
,,,,,,,,,,,,,14520,6073,3926,289,Business,Completed,,,,,,,,05/12/2025,13:56:00,,Winter
,,,,,,,,,,,,,14521,283,2185,1467,Economy,Completed,,,,,,,,10/10/2025,18:45:00,,Autumn
,,,,,,,,,,,,,14522,922,3908,206,Economy,Completed,,,,,,,,03/07/2024,14:45:00,,Summer
,,,,,,,,,,,,,14523,6234,3073,1285,Economy,Completed,,,,,,,,30/12/2024,13:13:00,,Winter
,,,,,,,,,,,,,14524,1559,1791,195,Economy,Completed,,,,,,,,10/09/2024,07:01:00,,Autumn
,,,,,,,,,,,,,14525,2879,1271,1115,Business,No-show,,,,,,,,25/10/2024,12:54:00,,Autumn
,,,,,,,,,,,,,14526,5638,718,377,Economy,Completed,,,,,,,,28/09/2024,07:57:00,,Autumn
,,,,,,,,,,,,,14527,288,2225,328,Economy,Completed,,,,,,,,25/08/2025,15:25:00,,Summer
,,,,,,,,,,,,,14528,4110,2617,434,Business,Completed,,,,,,,,10/12/2024,01:59:00,,Winter
,,,,,,,,,,,,,14529,7693,1552,1080,Business,Completed,,,,,,,,01/02/2025,21:54:00,,Winter
,,,,,,,,,,,,,14530,4740,3244,558,Economy,Completed,,,,,,,,24/12/2025,08:07:00,,Winter
,,,,,,,,,,,,,14531,623,3889,821,Business,Completed,,,,,,,,21/03/2024,19:44:00,,Spring
,,,,,,,,,,,,,14532,4456,1904,981,Economy,Completed,,,,,,,,26/12/2024,01:17:00,,Winter
,,,,,,,,,,,,,14533,7592,823,748,Economy,Completed,,,,,,,,02/08/2025,17:41:00,,Summer
,,,,,,,,,,,,,14534,595,2529,157,Economy,Cancelled,,,,,,,,08/06/2024,23:37:00,,Summer
,,,,,,,,,,,,,14535,3869,2893,773,Economy,No-show,,,,,,,,30/04/2025,07:20:00,,Spring
,,,,,,,,,,,,,14536,48,1742,1444,Business,Completed,,,,,,,,17/07/2024,07:41:00,,Summer
,,,,,,,,,,,,,14537,3294,403,1245,Economy,Completed,,,,,,,,04/10/2025,10:11:00,,Autumn
,,,,,,,,,,,,,14538,3315,669,1372,Economy,Completed,,,,,,,,25/08/2024,21:57:00,,Summer
,,,,,,,,,,,,,14539,6409,1264,590,Business,No-show,,,,,,,,26/08/2024,23:43:00,,Summer
,,,,,,,,,,,,,14540,6053,1171,917,Economy,Completed,,,,,,,,21/04/2025,15:16:00,,Spring
,,,,,,,,,,,,,14541,2200,476,687,Economy,Cancelled,,,,,,,,22/06/2024,18:35:00,,Summer
,,,,,,,,,,,,,14542,6244,3364,130,Business,Completed,,,,,,,,07/08/2024,10:08:00,,Summer
,,,,,,,,,,,,,14543,649,3438,599,Business,Completed,,,,,,,,11/11/2024,00:05:00,,Autumn
,,,,,,,,,,,,,14544,1335,3616,1465,Business,Completed,,,,,,,,18/09/2024,11:20:00,,Autumn
,,,,,,,,,,,,,14545,6678,358,895,Economy,Completed,,,,,,,,02/02/2025,14:54:00,,Winter
,,,,,,,,,,,,,14546,4012,477,771,Business,Completed,,,,,,,,22/04/2025,04:30:00,,Spring
,,,,,,,,,,,,,14547,3930,1500,315,Economy,Completed,,,,,,,,31/03/2025,13:30:00,,Spring
,,,,,,,,,,,,,14548,6560,2822,1086,Economy,Completed,,,,,,,,09/06/2025,09:18:00,,Summer
,,,,,,,,,,,,,14549,4319,1649,1482,Economy,Completed,,,,,,,,17/08/2024,01:38:00,,Summer
,,,,,,,,,,,,,14550,4137,1131,1269,Economy,Completed,,,,,,,,20/05/2024,08:45:00,,Spring
,,,,,,,,,,,,,14551,2675,2176,1411,Business,Completed,,,,,,,,27/07/2025,03:13:00,,Summer
,,,,,,,,,,,,,14552,808,2676,655,Economy,Completed,,,,,,,,15/09/2025,19:40:00,,Autumn
,,,,,,,,,,,,,14553,7329,3986,702,Economy,Completed,,,,,,,,25/07/2024,18:58:00,,Summer
,,,,,,,,,,,,,14554,3213,19,575,Business,Completed,,,,,,,,30/10/2024,06:35:00,,Autumn
,,,,,,,,,,,,,14555,3045,2055,368,Economy,Completed,,,,,,,,31/12/2024,12:49:00,,Winter
,,,,,,,,,,,,,14556,2385,642,923,Business,Completed,,,,,,,,14/02/2025,17:03:00,,Winter
,,,,,,,,,,,,,14557,5323,150,813,Business,Completed,,,,,,,,12/06/2025,14:39:00,,Summer
,,,,,,,,,,,,,14558,3795,3917,227,Business,Completed,,,,,,,,25/02/2024,20:37:00,,Winter
,,,,,,,,,,,,,14559,605,1784,545,Economy,No-show,,,,,,,,09/07/2025,12:24:00,,Summer
,,,,,,,,,,,,,14560,1491,2578,577,Business,Completed,,,,,,,,24/03/2024,11:22:00,,Spring
,,,,,,,,,,,,,14561,1377,998,1364,Business,Completed,,,,,,,,17/12/2024,00:14:00,,Winter
,,,,,,,,,,,,,14562,7584,1623,1376,Economy,Completed,,,,,,,,26/08/2025,06:07:00,,Summer
,,,,,,,,,,,,,14563,4405,3475,424,Business,Completed,,,,,,,,09/12/2024,10:37:00,,Winter
,,,,,,,,,,,,,14564,1841,202,136,Economy,Completed,,,,,,,,07/06/2024,14:12:00,,Summer
,,,,,,,,,,,,,14565,5107,2273,754,Business,Completed,,,,,,,,25/12/2025,20:36:00,,Winter
